State,Date,Vegetable_Id ,Vegetable_Name ,Wholesale_Price ,Retail_Price ,Shoping_Mall_Price ,Units ,Image
,2024-06-06,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-06-06,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-06-06,butterbeans,Butter Beans,53,61 - 67,64 - 87,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-06-06,broadbeans,Broad Beans,72,83 - 91,86 - 119,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-06-06,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-06-06,carrot,Carrot,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-06-06,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-06-06,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-06-06,coconut,Coconut,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-06-06,colocasialeaves,Colocasia Leaves,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-06-06,colocasia,Colocasia,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-06-06,corianderleaves,Coriander Leaves,7,8 - 9,8 - 12,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-06-06,corn,Corn,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-06-06,cucumber,Cucumber,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-06-06,curryleaves,Curry Leaves,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-06-06,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-06-06,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-06-06,brinjal,Brinjal,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-06-06,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-06-06,elephantyam,Elephant Yam,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-06-06,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-06-06,frenchbeans,French Beans,93,107 - 118,112 - 153,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-06-06,garlic,Garlic,185,213 - 235,222 - 305,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-06-06,ginger,Ginger,137,158 - 174,164 - 226,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-06-06,oniongreen,Onion Green,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-06-06,greenpeas,Green Peas,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-06-06,ivygourd,Ivy Gourd,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-06-06,lemon,Lemon (Lime),80,92 - 102,96 - 132,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-06-06,mangoraw,Mango Raw,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-06-06,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-06-06,mushroom,Mushroom,80,92 - 102,96 - 132,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-06-06,mustardleaves,Mustard Leaves,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-06-06,ladiesfinger,Ladies Finger,47,54 - 60,56 - 78,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-06-06,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-06-06,radish,Radish,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-06-06,ridgegourd,Ridge Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-06-06,shallot,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-06-06,snakegourd,Snake Gourd,39,45 - 50,47 - 64,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-06-06,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-06-06,spinach,Spinach,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-06-06,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-06-07,onionbig,Onion Big,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-06-07,onionsmall,Onion Small,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-06-07,tomato,Tomato,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-06-07,greenchili,Green Chilli,89,102 - 113,107 - 147,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-06-07,beetroot,Beetroot,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-06-07,potato,Potato,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-06-07,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-06-07,amaranthleaves,Amaranth Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-06-07,amla,Amla,70,81 - 89,84 - 116,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-06-07,ashgourd,Ash gourd,20,23 - 25,24 - 33,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-06-07,babycorn,Baby Corn,51,59 - 65,61 - 84,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-06-07,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-06-07,capsicum,Capsicum,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-06-07,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-06-07,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-06-07,butterbeans,Butter Beans,53,61 - 67,64 - 87,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-06-07,broadbeans,Broad Beans,72,83 - 91,86 - 119,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-06-07,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-06-07,carrot,Carrot,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-06-07,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-06-07,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-06-07,coconut,Coconut,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-06-07,colocasialeaves,Colocasia Leaves,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-06-07,colocasia,Colocasia,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-06-07,corianderleaves,Coriander Leaves,7,8 - 9,8 - 12,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-06-07,corn,Corn,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-06-07,cucumber,Cucumber,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-06-07,curryleaves,Curry Leaves,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-06-07,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-06-07,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-06-07,brinjal,Brinjal,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-06-07,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-06-07,elephantyam,Elephant Yam,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-06-07,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-06-07,frenchbeans,French Beans,93,107 - 118,112 - 153,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-06-07,garlic,Garlic,185,213 - 235,222 - 305,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-06-07,ginger,Ginger,137,158 - 174,164 - 226,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-06-07,oniongreen,Onion Green,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-06-07,greenpeas,Green Peas,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-06-07,ivygourd,Ivy Gourd,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-06-07,lemon,Lemon (Lime),80,92 - 102,96 - 132,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-06-07,mangoraw,Mango Raw,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-06-07,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-06-07,mushroom,Mushroom,80,92 - 102,96 - 132,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-06-07,mustardleaves,Mustard Leaves,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-06-07,ladiesfinger,Ladies Finger,47,54 - 60,56 - 78,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-06-07,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-06-07,radish,Radish,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-06-07,ridgegourd,Ridge Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-06-07,shallot,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-06-07,snakegourd,Snake Gourd,39,45 - 50,47 - 64,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-06-07,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-06-07,spinach,Spinach,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-06-07,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-06-08,onionbig,Onion Big,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-06-08,onionsmall,Onion Small,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-06-08,tomato,Tomato,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-06-08,greenchili,Green Chilli,95,109 - 121,114 - 157,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-06-08,beetroot,Beetroot,35,40 - 44,42 - 58,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-06-08,potato,Potato,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-06-08,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-06-08,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-06-08,amla,Amla,70,81 - 89,84 - 116,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-06-08,ashgourd,Ash gourd,21,24 - 27,25 - 35,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-06-08,babycorn,Baby Corn,56,64 - 71,67 - 92,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-06-08,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-06-08,capsicum,Capsicum,47,54 - 60,56 - 78,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-06-08,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-06-08,bottlegourd,Bottle Gourd,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-06-08,butterbeans,Butter Beans,52,60 - 66,62 - 86,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-06-08,broadbeans,Broad Beans,73,84 - 93,88 - 120,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-06-08,cabbage,Cabbage,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-06-08,carrot,Carrot,42,48 - 53,50 - 69,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-06-08,cauliflower,Cauliflower,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-06-08,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-06-08,coconut,Coconut,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-06-08,colocasialeaves,Colocasia Leaves,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-06-08,colocasia,Colocasia,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-06-08,corianderleaves,Coriander Leaves,5,6 - 6,6 - 8,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-06-08,corn,Corn,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-06-08,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-06-08,curryleaves,Curry Leaves,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-06-08,dillleaves,Dill Leaves,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-06-08,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-06-08,brinjal,Brinjal,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-06-08,brinjalbig,Brinjal (Big),36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-06-08,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-06-08,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-06-08,frenchbeans,French Beans,90,104 - 114,108 - 149,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-06-08,garlic,Garlic,185,213 - 235,222 - 305,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-06-08,ginger,Ginger,128,147 - 163,154 - 211,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-06-08,oniongreen,Onion Green,42,48 - 53,50 - 69,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-06-08,greenpeas,Green Peas,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-06-08,ivygourd,Ivy Gourd,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-06-08,lemon,Lemon (Lime),81,93 - 103,97 - 134,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-06-08,mangoraw,Mango Raw,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-06-08,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-06-08,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-06-08,mustardleaves,Mustard Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-06-08,ladiesfinger,Ladies Finger,41,47 - 52,49 - 68,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-06-08,pumpkin,Pumpkin,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-06-08,radish,Radish,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-06-08,ridgegourd,Ridge Gourd,35,40 - 44,42 - 58,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-06-08,shallot,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-06-08,snakegourd,Snake Gourd,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-06-08,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-06-08,spinach,Spinach,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-06-08,sweetpotato,Sweet Potato,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-06-09,onionbig,Onion Big,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-06-09,onionsmall,Onion Small,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-06-09,tomato,Tomato,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-06-09,greenchili,Green Chilli,95,109 - 121,114 - 157,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-06-09,beetroot,Beetroot,35,40 - 44,42 - 58,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-06-09,potato,Potato,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-06-09,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-06-09,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-06-09,amla,Amla,70,81 - 89,84 - 116,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-06-09,ashgourd,Ash gourd,21,24 - 27,25 - 35,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-06-09,babycorn,Baby Corn,56,64 - 71,67 - 92,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-06-09,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-06-09,capsicum,Capsicum,47,54 - 60,56 - 78,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-06-09,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-06-09,bottlegourd,Bottle Gourd,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-06-09,butterbeans,Butter Beans,52,60 - 66,62 - 86,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-06-09,broadbeans,Broad Beans,73,84 - 93,88 - 120,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-06-09,cabbage,Cabbage,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-06-09,carrot,Carrot,42,48 - 53,50 - 69,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-06-09,cauliflower,Cauliflower,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-06-09,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-06-09,coconut,Coconut,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-06-09,colocasialeaves,Colocasia Leaves,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-06-09,colocasia,Colocasia,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
